theta_AF3,slow_alpha_AF3,alpha_AF3,beta_AF3,gamma_AF3,theta_AF4,slow_alpha_AF4,alpha_AF4,beta_AF4,gamma_AF4,theta_AF3_AF4,slow_alpha_AF3_AF4,alpha_AF3_AF4,beta_AF3_AF4,gamma_AF3_AF4,theta_F7,slow_alpha_F7,alpha_F7,beta_F7,gamma_F7,theta_F8,slow_alpha_F8,alpha_F8,beta_F8,gamma_F8,theta_F7_F8,slow_alpha_F7_F8,alpha_F7_F8,beta_F7_F8,gamma_F7_F8,theta_F3,slow_alpha_F3,alpha_F3,beta_F3,gamma_F3,theta_F4,slow_alpha_F4,alpha_F4,beta_F4,gamma_F4,theta_F3_F4,slow_alpha_F3_F4,alpha_F3_F4,beta_F3_F4,gamma_F3_F4,theta_FC5,slow_alpha_FC5,alpha_FC5,beta_FC5,gamma_FC5,theta_FC6,slow_alpha_FC6,alpha_FC6,beta_FC6,gamma_FC6,theta_FC5_FC6,slow_alpha_FC5_FC6,alpha_FC5_FC6,beta_FC5_FC6,gamma_FC5_FC6,theta_T7,slow_alpha_T7,alpha_T7,beta_T7,gamma_T7,theta_T8,slow_alpha_T8,alpha_T8,beta_T8,gamma_T8,theta_T7_T8,slow_alpha_T7_T8,alpha_T7_T8,beta_T7_T8,gamma_T7_T8,theta_P7,slow_alpha_P7,alpha_P7,beta_P7,gamma_P7,theta_P8,slow_alpha_P8,alpha_P8,beta_P8,gamma_P8,theta_P7_P8,slow_alpha_P7_P8,alpha_P7_P8,beta_P7_P8,gamma_P7_P8,theta_O1,slow_alpha_O1,alpha_O1,beta_O1,gamma_O1,theta_O2,slow_alpha_O2,alpha_O2,beta_O2,gamma_O2,theta_O1_O2,slow_alpha_O1_O2,alpha_O1_O2,beta_O1_O2,gamma_O1_O2
-0.9566697617652455,-0.9336444570746434,-0.8100041543850266,-0.8591952859146668,-0.9139618406017519,-0.9149375483896968,-0.7141691986817555,-0.806241780040539,-0.8217014026491445,-0.9089753138743811,-0.789423694133375,-0.9881895113252614,-0.9176073650595794,-0.804879937057246,-0.6933608727637035,-0.8200276360981241,-0.7166500150371373,-0.9149142830052062,-0.7925837484001974,-0.772522358505018,-0.2205747173942868,0.40192067330105674,-0.30133442776503216,-0.8831937397121301,-0.5701423090067594,-0.9738424566839377,-0.6647383419743642,-0.9591007744595196,-0.7631094289137934,-0.8821738112312244,-0.6516697085650576,-0.9524303184223563,-0.8673465153288673,-0.8476643004411357,-0.44845986727337406,-0.1016883952829768,-0.5557791674179775,-0.8283023627135582,-0.7444687662250589,-0.9657643444388176,-0.7809607867817678,-0.9395492504831463,-1.0,-0.9560701245674933,-0.9756636026007218,-0.9531606030074077,-0.9320947089588284,-0.9553098937148471,-0.7639215237929939,-0.6978184512799763,-0.802820346095032,-0.9004659744830719,-0.9648601615121497,-0.9590099463892362,-0.9300924890855409,-0.8641172299548587,-0.9816843267522359,-0.9856401464626864,-0.9980560888725574,-0.9886017900597267,-0.9927327737208209,-0.9936425321305441,-0.9722509178870998,-0.8483752517709209,-0.990976906402124,-0.9649891895175762,-0.9977487355338691,-0.9857193037939601,-0.9795120058113188,-0.9131852494975796,-0.9855635217917922,-0.5778233863711852,0.2748932870369081,0.4220282224879368,0.5375577077609761,-0.0008884704918414865,-0.018791175713390618,0.8603542131130912,-0.08587005072739262,0.3256611120238133,0.47551511698390225,0.5298658878880551,-0.3041519992372338,-0.40305189513496253,0.35442220441163674,-0.251865458429136,0.18245056653594305,0.3433313684786301,0.054899091393389554,-0.31466424790026726,-0.38919362403404334,-0.4725452878035372,-0.5232831628959675,-0.07675217072672103,-0.24061532942716002,-0.11178115921890164,-0.8424714583216296,-0.08481522479577863,-0.16956662300250946,-0.2860489161086476,-0.18303941926870404,-0.07451404483657775,-0.23066516765722545,0.07441849358632902,-0.3816729497518597
-0.7867555266181648,-0.9918049938229307,-0.6001270196892361,-0.9695914401721974,-0.9934619072540134,-0.9885488812887919,-0.5717155909320646,-0.7595351654418068,-0.9174960113032389,-0.8496210015668134,-0.9222797604311993,-0.9861268346978715,-0.9553863431586971,-0.7865830629966122,-0.8489326279450146,-0.9447577984875313,-0.6560349432886683,-0.975251243265885,-0.9377776251709175,-0.9309651611265392,0.044952457879796404,0.0965504338416423,-0.8469016860270719,-0.8392037772266997,-0.5955854601730485,-0.9526943228928528,-0.7893714190603421,-0.6141523868992363,-0.8969729675191186,-0.9781007560043196,-0.7271373027766572,-0.9877658109216236,-0.9760641413738217,-0.967369750305924,-0.21104116426227815,-0.3112619183063593,-0.8408145025112618,-0.967855926913014,-0.6809082797897927,-0.9564265132564362,-0.9004821884819008,-0.8062379024126151,-0.9940317405019066,-0.9683955442367542,-0.9667330947032147,-0.9617375833215301,-0.930897348498892,-0.9574772874079162,-0.6953107942828785,-0.724163372101788,-0.817509214622449,-0.8965132645144936,-0.9641787372045442,-0.979108144577321,-0.9524452380280339,-0.9218825942019147,-0.996553098935175,-0.9832306912981734,-0.9914029989578248,-0.9801216073954172,-0.9825166898887883,-0.9904838848521621,-0.9795411226232106,-0.8865428171476096,-0.9684437891134785,-0.9263093143226914,-0.9773957088399874,-0.9616719903869991,-0.9839592388355038,-0.8944445640205313,0.021769198464147044,-0.7801988142877897,0.5287964423633784,0.1405292419048605,-0.451433660576371,-0.6186249722221644,0.053977210344746895,-0.2245768239816801,-0.37637639892101393,0.18196446402837374,-0.15584811442387791,-0.07295968838307187,-0.07282915847040405,-0.03755283748779614,-0.43783739379882036,-0.47841556248247696,0.024959040310596814,-0.3758520052610298,-0.2589844859784768,-0.46139841797001324,0.025343554092994047,-0.3108524175947137,-0.4993275136566657,0.06147981259406765,-0.30108327836348536,-0.11711988365104464,-0.816068234235551,0.033410541720192866,-0.3936024634420633,-0.18992313277748907,-0.17388590464805698,-0.27060009424340703,-0.331792641827639,-0.4934574217741108,-0.35667848981784434
-0.7675960588897428,-0.9938098672985709,-0.8201605963494916,-0.9679613682957728,-0.9925220494102708,-0.9921872860577731,-0.5433238397326068,-0.7808246168896833,-0.8778481733393277,-0.6468936245564865,-0.9262761642075626,-0.9899977082201701,-0.850035482380886,-0.6752568094502875,-0.8517669742347139,-0.9732221790629791,-0.7878478788229313,-0.9879023370215508,-0.9934160568421082,-0.9815094143423873,-0.903957089021848,-0.8037426222961591,-0.7615971476111143,-0.7088705297770767,-0.8411945216170176,-0.9811379884183605,-0.6796591529256321,-0.8684218265699658,-0.9075287184325664,-0.9562195272664469,-0.8305651908774062,-0.9826312881117317,-0.9594835796168364,-0.9467684318348547,-0.8600727448410117,-0.7951974113118601,-0.7015104489191766,-0.7482177641268672,-0.8466125172677965,-0.9742035210195565,-0.8229914245007304,-0.9514581047603597,-0.998182991419032,-0.8819219937530637,-0.902514020162787,-0.9123563841379037,-0.8569239095281906,-0.8848359029179304,-0.7331499972325776,-0.8877913460233268,-0.8102178878962495,-0.8855531191962629,-0.9621070502406552,-0.98964197667938,-0.9566986667872988,-0.9618099335632794,-0.9661737730808174,-0.9268061326099842,-0.934784326058203,-0.9235947243178764,-0.9374631595011242,-0.9288588692567024,-0.7688349025124018,-0.7438621547056612,-0.9302598704104356,-0.9033120669614574,-0.9713172765063756,-0.9411672554844941,-0.9653300131004646,-0.9340369345226408,-0.24621361694050736,-0.9354221372262788,0.32229793875722557,0.17236922749437156,-0.7877294979865954,-0.8848448762622027,0.1482695220421073,0.28332405266904903,-0.6921882257526393,0.32336914033773656,-0.046726481215952353,-0.7718029367177721,-0.78069777216333,-0.27363298921999923,-0.0855200058461334,-0.5108827452143916,0.030488007047130505,0.03813020258836186,-0.5360481515949782,-0.6410442375573688,-0.10583461979136466,-0.21713550940279613,-0.047865975867888544,0.3290102438184126,-0.040378379869700165,0.12320002320634149,-0.41801852002191686,0.3663853716045933,0.051420986643111455,0.19514750803425374,0.3957973113714688,0.26551870434711033,-0.03715227041623359,0.2999168194241977,0.46959781067202866
-0.20655273677888186,-0.8742699745096301,-0.4828622193412425,-0.8336057500709375,-0.8635921037844076,-0.8488052720884616,-0.24851787007642023,-0.7441055038217794,-0.8180887846958484,-0.1868592331670591,-0.27288062912964484,-0.9068276364863742,-0.8712477375328362,-0.30671910777493416,-0.7029080362635093,-0.9747865159302999,-0.899725022055795,-0.9874114854244458,-0.9760904134719084,-0.9669718161021069,-0.8164585337385853,-0.8538103098151486,-0.9417690851257379,-0.7500778331867148,-0.5427578183095303,-0.8888160714810323,-0.8173698522156335,0.19031875065532455,-0.7616730805458705,-0.9477695045178398,-0.8834423460841919,-0.9889510117061057,-0.9323011569917723,-0.9288519952005232,-0.7294773103370562,-0.8760793520867308,-0.7419851327724116,-0.7733385334601893,-0.54065261144332,-0.9033997275655535,-0.833487926026273,-0.27037131127673597,-0.5734313066775232,-0.8771096614582266,-0.8914563848061119,-0.8992018281193603,-0.8815508759535037,-0.888556647269559,-0.7176234365102299,-0.8917597358163092,-0.850739099141726,-0.2553687083189896,-0.9023022990762918,-0.779586806605644,-0.864359089828899,0.6546117282042492,-0.8366414767938212,-0.9743091520410113,-0.9756115546888449,-0.9540326131502178,-0.972955759156769,-0.9740842066875474,-0.9313379129369533,-0.900295462069288,-0.9722935688483312,-0.8232030663163736,-0.9270751296662417,-0.8296144541554706,-0.9185751057300199,0.20020988657279482,0.16422606027500164,-0.5155749157554324,-0.35073985454216683,-0.05276475391476365,-0.2725998655902153,0.6041620202274269,0.356629898360334,-0.5375303323563841,-0.5208094186583798,-0.49202762890858687,-0.5644410900186578,-0.5447641694804494,-0.02454238813678744,0.1652620813232566,-0.7140261751543322,-0.4426007403222426,-0.44968860915751707,-0.5920815974817644,-0.32963400026437517,-0.4087628438223596,0.41723804682953136,-0.7244465764052209,-0.39482058128953834,-0.3166125129132794,-0.3062958078629311,-0.7561525538786826,-0.2854944549956342,0.393558131265747,-0.626614548608564,-0.5661645323226376,-0.3967680439356236,-0.4063050379003016,-0.5828450724538254,0.18354725915072612,0.08653441579828658
-0.952145567376836,-1.0,-0.817556328190679,-0.9899974589357153,-0.9948403095513276,-0.9924323729336375,-0.7981070651019766,-0.9714433458494066,-0.9001720965701147,-0.8567096800825531,-0.9369680497966855,-0.9422355388131999,-0.9627972968225433,-0.9017842789455233,-0.9710712828568409,-0.9848272538124435,-0.9349172081006203,-0.9939426714381936,-0.9732678022487145,-0.9789579117028832,-0.9694628650274117,-0.9778799660473703,-0.925977505843486,-0.7775372782510135,-0.7313725657288407,-0.9667473627816467,-0.9951403641843637,-0.8553219472366731,-1.0,-1.0,-0.9752610530445378,-1.0,-0.9834011900433891,-0.9849181290362641,-0.9770363763632551,-1.0,-0.8986102474391461,-0.8666090405122182,-0.799675409082149,-0.9700481036306272,-0.9897245977764196,-0.9897147673069023,-0.9523461567898411,-0.9173342394221699,-0.9734900633727376,-0.9536706292720631,-0.9198649048731399,-0.9233985825574444,-0.6098950189044722,-0.9670826999453608,-0.8796949833656944,-0.48830347824500997,-0.9516629508638248,-0.947550596054136,-0.9410849780161149,-0.9133933075528933,-0.9878763905547989,-0.9692850683038663,-0.9869591406329628,-0.9727677476573872,-0.9765194991166255,-0.9761670380982866,-0.9369264629961667,-0.9231402717484022,-0.965634424648543,-0.8327615645302107,-0.9623757911135076,-0.9576021488594973,-0.9325076018875087,-0.9086562338521073,-0.4463371458140669,-0.8284596465731437,-0.4610827621409165,-0.09088565786333913,-0.4595548453344285,-0.801960291022319,0.6960873649437389,-0.41021497872207335,-0.0050236005191725,-0.11501739036491787,-0.5303099518542366,-0.46507202255911073,-0.26921004073196275,0.19567835111642196,-0.5817422830588765,-0.36183271369693315,-0.2628693384076223,-0.7181718136480442,-0.5284165978393267,-0.44785899828650844,0.4305397509491986,-0.16168101667937185,-0.275186040446173,-0.11868678619072259,-0.33097570122124964,-0.6936961848899363,-0.3745981334278149,0.728501167540685,-0.250315538228407,-0.43093561480293086,-0.10847245068737921,-0.3362540575395424,-0.592493495428912,-0.06578804750523304,0.11155618227863173
-0.9874898333389942,-0.991788828639469,-0.6992319074605378,-0.9898637640508665,-0.9904032439315615,-0.9851939409303834,-0.9006805701275701,-0.9839446691103599,-0.9608054282884718,-0.9537086433578124,-0.9209099590251225,-0.9403635991871809,-0.9293317023287184,-0.9817025670814583,-1.0,-0.9816169750811872,-0.7646993502959681,-1.0,-0.977062700654126,-0.9667665659762236,-0.8438513896524589,-0.9857372156432047,-0.8837686797846518,-0.9913189589177441,-0.8801725444749027,-0.8571792677159028,-0.7492972468838546,-1.0,-0.9720388944949538,-0.9861940011330831,-0.7054082885837009,-0.9967056593648075,-0.9809325136688414,-0.9641300964952539,-0.4572495532956675,-0.9339780354798041,-0.7886219105217468,-0.8881087937420021,-0.6418669035909603,-0.8705195993928303,-0.8444743799805702,-0.9480537242075896,-0.9607696069388894,-0.9312628182807773,-0.9530161374506863,-0.9761744188553544,-0.92960094768069,-0.9191616370147506,-0.8818461541487199,-0.9256438755641718,-0.8840341619208036,-0.7601113884424848,-0.9366133475937333,-0.9053546940630103,-0.8581269169465299,-0.9428924713152816,-1.0,-1.0,-0.9881834095655367,-1.0,-0.9994567047089634,-0.9986499202574215,-1.0,-0.941249935091649,-0.9997680100909404,-0.938354702519872,-0.9954980211096336,-0.9355217799730119,-0.9875239663450266,-1.0,-0.19339728269865697,-0.8453395949181615,-0.3351407734851206,-0.14850890847408482,-0.005428933104268285,-0.14381826501206818,0.5679179813678668,-0.1321751474552848,-0.6702666421735799,-0.4240158764201295,-0.5385920064061811,0.21237087091273588,-0.29721578303577445,0.7343207496089306,-0.4921397415241002,-0.6608755529289543,-0.35375978890009374,-0.7765647443670584,-0.4676078271589953,-0.5855349247951391,0.9198864139074461,-0.11328820885236046,-0.6446147336314314,-0.19680495948059096,-0.5752241319351024,-0.3992888480567828,-0.32724561119987483,0.30878782002892424,-0.012159507721219431,-0.5120835887437497,-0.23972578120968302,-0.44819102230713637,-0.5148342063616842,0.23512168070365536,-0.43397123801264215
-1.0,-0.969902571426656,-0.7189743768180663,-0.9856514030483401,-0.9404037000619642,-0.9448985491657015,-0.8818289852566457,-0.987221409135148,-0.8219841657925686,-0.9610547811835937,-0.9464407873955867,-0.8701044640127881,-0.9091783209421378,-1.0,-0.98918556275715,-0.9781383451182536,-0.9781585426028251,-0.9943716330282638,-0.9616284991551124,-0.9732517643425831,-0.9277472935175706,-0.9626793433448859,-0.8925719181279601,-0.8679039041953495,-0.5942970478084035,-0.8605300987727389,-0.7020254272177741,-0.9252303273009319,-0.9489592590222953,-0.9538046056428079,-0.772512513912277,-0.9896163449768887,-0.9169484663371248,-0.9319611243828483,-0.5596744877921468,-0.8039594284651941,-0.638432403678372,-0.7848453122752955,-0.5549018893539541,-0.7876270257888788,-0.7604026291424857,-0.8621292696016839,-0.9585798833630534,-0.9018207392058203,-0.943632630841036,-0.9789064346653873,-0.892534146944558,-0.9101712543684563,-0.8777729904117474,-0.9116310323528694,-0.8960161493676755,-0.7642695147925374,-0.9417300177426046,-0.8439847022231616,-0.8117993206515336,-0.9071743881420451,-0.9901474765948659,-0.9932823794967038,-0.9913954224281869,-0.9963339785672277,-0.9968522707314079,-1.0,-0.9599318268037514,-0.9250187672773587,-0.9930406773548665,-0.9373239392624826,-0.993964856924797,-0.9371341814015393,-0.9761028959135093,-0.9121152516807584,-0.157043518764455,-0.7664810125987545,-0.656596221556176,0.02303576563922749,0.5784150391813114,-0.3531382592939112,0.6603459410590355,-0.3612399915889051,-0.6996504621170068,-0.6730362687558767,-0.7762475666960625,-0.14715934945136266,-0.3398225821025681,0.29867707993526293,-0.5866032309849591,-0.6032041191917812,-0.5978277021505938,-0.5981764896709516,-0.22953340863209282,-0.6545427125405989,0.446366976651118,-0.20089207848751123,-0.6428128869422416,-0.3291861993928896,-0.5673537066740656,-0.25423351842493636,-0.21079539486300058,0.2700213862758074,-0.2645889042991283,-0.47435329378824553,-0.29579284667892936,-0.3613775703927252,-0.4767263236203113,-0.1719276326896052,-0.06284510756537787
0.09778171316774054,-0.9481030505005754,-0.6641701365499542,-0.9115876450341733,-0.9394151268581101,-0.9334912831516649,1.0,-0.4694964006829907,-0.8120006052775712,0.43334936114334677,-0.8601662931913568,-0.9733075979086516,-0.9310372192624183,1.0,-0.5150956582301833,-0.9097614586336229,-0.9521941103165554,-0.9713745059759297,-0.9130140310772452,-0.8918200826347992,-0.7874571538065329,-0.7716642710713449,-0.80001647688947,-0.6140834547720762,-0.3645152326436979,-0.9795369700501156,-0.42209791309755385,-0.1628311321368574,-0.6974091170818828,-0.947772933673972,-0.934826286515724,-0.9862396620352005,-0.9520757665315225,-0.9320750111266671,-0.8237546844280341,-0.7881627730386342,-0.8740683208375774,-0.7132731595852465,-0.5908722987573243,-0.9781888325839639,-0.6544769538402505,-0.5592879282914276,-0.9788336528564163,-0.8867470864470833,-0.9602218714727944,-0.9250144064863786,-0.8808850131500299,-0.8893813758648703,-0.7334432132450992,-0.8803503528997179,-0.8920460609245061,-0.205799403973021,-0.8975412882729872,-0.942286558378874,-0.8360674938528723,-0.8624356325401035,-0.947113332450762,-0.9244677616866727,-0.9835127418576707,-0.9415267854697044,-0.9158877534039764,-0.9270815548678338,-0.9248716035603866,-0.7148307020818534,-0.9251609334961975,-0.7254508659761283,-0.9335317525983181,-0.8953559230625825,-0.882231590425976,-0.9048493175399547,-0.5151044871240438,-0.5951788462977381,0.11943246620844628,0.3668823883174781,-0.92292246351524,-0.2572643680534833,0.5405191143988579,0.02328931808551782,-0.6203158893449154,-0.00612470259897735,-0.34921319591154276,-0.37934765152940364,0.075379478736598,-0.0016994758644029995,-0.23025673792221724,-0.7049272865539793,-0.11116219364040514,-0.4476575646109363,-0.5354961136456035,0.03117471381725312,-0.03585337141167688,-0.3846219263687959,-0.517617277152276,-0.08950822436740746,-0.4507853302261956,-0.7843546729359638,-0.09952980928564881,0.34544098441680116,0.0960682558541075,-0.290289354139591,-0.31720527072551774,-0.2312022876141876,-0.41117094098892637,0.24340583641253488,-0.28701656970087464
-0.8419080510195022,-0.9589752153040897,-0.8318574892212579,-0.920068746432271,-0.9019408154699863,-0.9279125936857243,-0.670570938786825,0.34329585910274396,-0.6364961934429754,-0.7770113207512204,-0.8217370017351994,-0.9812721567598083,-0.9607262115573998,-0.8210701246461475,-0.8329485847856897,-0.9579046927496353,-0.9404504575857017,-0.9810344067099526,-0.9517104175176184,-0.9532929264781044,-0.804751560760633,0.3544222605884946,-0.8919730738910824,-0.8279861645840698,-0.7098461766705471,-0.984425130227125,-0.7947861376671448,-0.8717752662079914,-0.8834131623554997,-0.9623611275768548,-0.8849297205198096,-0.9847196282197814,-0.9433317522091056,-0.9393527338562759,-0.6675479980454646,0.22654119306752651,-0.8169997043580675,-0.8789921377637265,-0.8764473548053223,-0.9734532113040519,-0.89292590714086,-0.9651865264766245,-0.9778301290968463,-0.9435867862793679,-0.9963492504345968,-0.94470972592303,-0.9184978547567235,-0.9351270577739669,-0.6249975802157883,0.05320566938436522,-0.8497249400348,-0.41057021699728746,-0.915967818471953,-0.9842385985449675,-0.8816352469477238,-1.0,-0.9956680733530102,-0.9888640153936051,-1.0,-0.9888669455334271,-0.9846851056149615,-0.99145314531152,-0.9487191187844303,-0.5105144346550472,-0.9817305702902602,-0.7941173926044566,-0.9656626912840225,-0.9490474105939359,-0.976597157600993,-0.994875066287508,-0.07781822833286345,-0.5078705244528997,0.02700089509246628,0.23926268833081155,0.2658611145581806,-0.6920471222510942,-0.8541936170925681,0.3532638963294492,-0.4459184020792444,0.09062673981238434,-0.11541061853321533,-0.1880688137417177,-0.11104158207788506,-1.0,0.06969102206418976,-0.38910478430129847,-0.06346225677773143,0.04379097027813983,-0.2166636264008902,-0.2704335141055412,-0.8389704840779904,0.0025667636584985054,-0.6323826181178247,-0.03779447258946678,-0.4735848855002496,-0.7525828596280497,-0.5707163165065088,-0.678151163083754,0.018118525911204886,-0.3786471401638365,-0.4411476072240449,-0.596357180884701,-0.7464222236083018,-0.16875498933944555,-0.7747917388752613
-0.7817638876138661,-0.9652363767044126,-0.7810902797077752,-0.9052833097419556,-0.949941036702043,-0.9522288231778351,-0.3008759525361989,-0.568742089762365,-0.8590483049830139,-0.6135472172367634,-0.9026016192961561,-0.9604195744049584,-0.9850999814576771,-0.7500332128407772,-0.7888627317706048,-0.8769815924637339,-0.44314843178974717,-0.9498547127128342,-0.8437631426251562,-0.8672761522079848,-0.6209862746522103,-0.6850063865897177,-0.8446646977430461,-0.6882445004680751,-0.5571651805549647,-0.869194735559667,-0.8928127355594451,-0.6311584818388012,-0.836081568019035,-0.9016253966209272,-0.5706565027940881,-0.962650108073052,-0.8826995112078402,-0.8874573793500923,-0.2291210187870899,-0.42892416465212624,-0.8771174981987141,-0.8577181340489289,-0.6411201119051626,-0.8930645546180976,-0.9519755393283391,-0.7563974355173206,-0.9268161313405149,-0.6328696793558495,-0.6667415335867626,-0.640709367288031,-0.5878332887897085,-0.5933065458632043,0.8973433237550759,-0.4064867451086942,-0.7460123731587346,-0.1532709569868167,-0.9127756910313047,-0.9251663440107736,-0.9810195405682712,-0.8918275360586461,-0.9534655793893902,-0.9187062699030637,-0.9180727769943249,-0.9209992639287693,-0.9392297825524843,-0.9278622707763583,-0.72689229740317,-0.727627968617146,-0.9607336663406117,-0.7661610314778756,-0.9613602798830971,-0.9462313856584021,-0.9770166139393083,-0.9194617156546845,-0.08227993222891472,-0.32934578396477754,-0.2450766838675693,0.4985690917627825,-0.3496838475776527,-0.27553023583213043,-0.04352915635651944,-0.003675006821518223,0.21786717188284088,-0.09122760792689,0.1892143400202413,0.01795843874506642,0.4280482755045161,0.1348065120521873,-0.29594096648829804,0.14261692799808734,-0.150112571386533,0.09850752131622187,0.04403906905155486,0.44469322110900866,0.14065142646159678,-0.1263795454858061,0.686244667666313,0.4552510825568543,0.39460803432465585,-0.26671983081934636,0.4871178584914837,0.4925408042887318,0.099950507032601,0.3521074046156256,0.5175332428330888,0.1785705738051342,-0.4615650798656312,1.0,0.5580612136183867
1.0,-0.9785691452243167,-0.7787182278752356,-0.957861159547406,-0.9653033358803823,-0.9707345779875185,0.375869906620486,-0.5586927002690274,-0.6811010110385891,0.20678866668615115,-0.830401218161281,-0.9558028350676192,-0.9274282258943726,0.25974043964933613,1.0,-0.937733249322872,-0.15746104828600116,-0.9724678795387817,-0.9454310952213592,-0.9246574501766073,0.43414221971978173,-0.6451192098596632,-0.8416861402605703,-0.488920665149282,-0.09887880246823089,-0.8639992558569257,-0.7135767685709915,-0.042229658732157116,1.0,-0.9472637212603117,-0.16133538713428786,-0.9773112030622322,-0.9586941476340216,-0.9289987030887032,0.19097867934191126,-0.6200409810437816,-0.7899900365093857,-0.32242143045865745,-0.29227095115187585,-0.8657377768041545,-0.8418725927219464,-0.3848855228665058,0.4723211657466406,-0.9050887804209061,-0.9125988567731639,-0.9331035294694865,-0.8838757845986969,-0.9068745982678725,-0.365835204295339,-0.7534830813023993,-0.8564151837420595,-0.36458999733018616,-0.9172154184381595,-0.9013844744191651,-0.8810200462835102,-0.7976367316855426,-0.8626378377123664,-0.9815592682027389,-0.9815225855445961,-0.9825864965436538,-0.9814122294129536,-0.9982470782928042,-0.9475110863963382,-0.8836632812313264,-0.9831168328279198,-0.791941967235122,-0.958527343505058,-0.9477630368933119,-0.9558700463946155,-0.9656813820065759,0.44202780338616887,-0.7703846863850206,-0.29348056798590605,-0.0037093929391265323,-1.0,-1.0,0.39592579934622196,0.7937693434037183,-0.4595245387152872,0.08326164678632675,-0.6066716898788376,-0.7147040964404043,-0.036163343174378304,0.8566555404401817,0.8011119612090607,-0.4219710122909308,0.03624295492809981,-0.518038831765105,-0.964061952280851,-0.27070511612052894,0.6619572178969284,0.9237429496335625,-0.4538632107197491,-0.0828247371207288,-0.4018661689468559,-0.6874791455525382,-0.36956870476854775,0.37068292710863227,0.7187307225077684,-0.43887238136836826,-0.06489154086010962,-0.5442749114725045,-0.720579354527284,-0.4371525341599022,-0.07677037712643087
-0.09352502524561945,-0.9289954881909605,-0.32933075348879093,1.0,-0.8339410888906706,-0.8531494740144739,0.4886344595483314,0.6275970611958115,-0.6928344610623782,0.1278516349190304,-0.5836416809048339,-0.9772452307385824,-0.9330667177835668,0.4411651229400744,-0.26291057466264545,-0.4290312853827366,1.0,1.0,0.18910987001933988,0.06832140856364433,-0.46778756444017877,1.0,0.8073995802777081,0.25558530202882124,1.0,-0.7637967112631898,-0.5878694201040264,1.0,-0.4861587847274631,-0.38845290499875595,0.795359508000903,1.0,0.2244316228629668,0.16417214822157766,-0.45392215860680163,1.0,0.6808603268957565,0.44940409938435955,1.0,-0.7519583183621013,-0.5413165438730032,0.4636500661728429,-0.9055762202474249,-0.6939483632547561,-0.832556030211302,1.0,-0.5332093321217002,-0.5538444263726758,-0.6086231173272024,0.15627286763938386,-0.5951434478639064,-0.5808586245007032,-0.8893525057176745,-0.899892882201503,-0.7668068582288416,-0.6437632254678891,-0.9373587372523393,-0.8802499479047685,-0.9418313622327285,-0.09280819921186456,-0.8181031116867663,-0.8351781295765215,-0.7849446762746528,-0.30975038398288934,-0.8616095091745528,-0.8795727113051237,-0.9183098869354124,-0.8396306002141749,-0.8200813234936037,-0.6117649095410862,-0.38079454527455536,-0.4941186253608838,0.562873554964437,1.0,-0.36054044505146055,0.007257134910416463,-0.4390416950367856,-0.29203475985173777,0.4617115620464811,0.2475448471133186,1.0,0.4028914589138708,0.3089703537714017,-0.8161015634365858,-0.6852307356471075,0.2994243737527569,0.12058190949010794,1.0,0.44537488245060963,0.4555555994765397,-0.9029765715882279,-0.4896963702863918,-0.14179152421341068,0.10815845150497272,1.0,0.22319954993727986,0.13036012794185803,-0.7195210738387241,-0.4353860197602417,-0.2673495710102577,-0.006425392686859155,0.9495299910200721,0.36593540771842625,0.5635862122626465,-0.1847564867776198
