mean_SR,mean_deri,mean_dif_neg,propo_neg,num_local_min,mean_rise,sp_0.0_0.2,sp_0.2_0.4,sp_0.4_0.6,sp_0.6_0.8,sp_0.8_1.0,sp_1.0_1.2,sp_1.2_1.4,sp_1.4_1.6,sp_1.6_1.8,sp_1.8_2.0,sp_2.0_2.2,sp_2.2_2.4,ZC_SCSR,ZC_SCVSR,mag_SCSR,mag_SCVSR
-0.5103409568537465,-0.10350476627316263,0.832791244885597,-0.30855018587360616,0.903448275862069,0.317825938327821,-0.998661321577917,-0.995357834944586,-0.9875524607582975,-0.9939401929588498,-0.9999569559734409,-0.9996715246134833,-0.999672848331873,-0.9998065890464988,-0.9996855721413951,-0.9998333906824329,-0.9998573420564157,-0.9997820203698677,-0.19999999999999996,-1.0,-0.15802474879446515,-1.0
-0.45602488480652614,-0.12674565548979588,0.8234678482066276,-0.2007434944237918,0.7517241379310344,-0.4561821546573199,-0.9971659701725493,-0.9856988596670765,-0.9892300726951776,-0.9919005287800602,-0.9924963630802456,-0.9977950780979812,-0.9994904707104497,-0.9996830006674042,-0.9994407208711269,-0.9995284675992829,-0.9998420625902962,-0.9996111129620268,0.19999999999999996,-1.0,-0.4562415621473137,-1.0
-1.0,-0.5724931046725841,0.284881420442183,-0.044609665427509104,-0.3517241379310345,-0.8319301040015473,-0.9885040761928935,-0.8809085628741637,-0.6074006768962921,0.10582381947002895,-0.31204228764148856,-0.6403395317426167,-0.5665535000143503,-0.6623930173737326,-0.6164703195039505,-0.7209444577950603,-0.7551038395112587,-0.7826833014044229,0.3999999999999999,-1.0,-0.372405995331617,-1.0
-0.9967635593794527,-0.0677186403206731,0.9833024624573794,-0.8066914498141262,-0.08965517241379306,-0.7124702159656752,-0.9873961010910525,-0.9795928653658516,-0.841230251145083,-0.90944867468823,-0.9908590827469671,-0.987348139035097,-0.999288929952135,-0.9998026766910642,-0.9999220929931911,-0.9999186601139362,-0.9997965349360028,-0.9999442822721467,0.3999999999999999,-1.0,-0.6319042927214986,-1.0
-0.8500555094018095,-0.06302563227718139,0.963599257513063,-0.6394052044609664,0.8620689655172413,-0.749960286652883,-0.9972807128077162,-0.9997112449746871,-0.9982261693507458,-0.9988913659699552,-0.9992828422136423,-0.9999487316535228,-0.9997996330366922,-0.9998964918972685,-0.9999594970492871,-0.9999451533659179,-0.9999873960951197,-0.9999087932464209,-1.0,-1.0,-1.0,-1.0
-0.7474094701499174,-0.09208954616561871,0.9394896911558883,-0.4052044609665427,0.8206896551724139,-0.4794810713181047,-0.9985123093739121,-0.9974481968911898,-0.9970149844908799,-0.9982989444825332,-1.0,-0.9997941935097034,-0.9996678708670349,-0.999932858923985,-0.9999311369461237,-0.9998802899599796,-0.9998481080371053,-0.9999015180795184,0.0,-1.0,-0.41025427700989325,-1.0
-0.9375226096615553,-0.24357690053533532,0.8351350877225956,-0.3011152416356878,-0.7793103448275862,-0.5747948124212029,-0.9572498980792763,-0.8887928543038364,-0.7273082647823931,-0.7092231462441336,-0.9070907987276591,-0.9738629081509276,-0.9908662485315808,-0.9917648585163867,-0.9980319601445786,-0.9991531410293769,-0.9980715570958191,-0.9992789799375532,0.0,-1.0,-0.2899028017990496,-1.0
-0.9192925311336788,-0.1505988931697252,0.5589864296331144,-0.5464684014869887,-0.22758620689655173,-0.6832406678807144,-0.965934991820451,-0.9024242715142594,-0.02764559082950291,0.5343778921167013,0.43784128773309194,-0.3514647717408279,-0.08048800642252874,-0.6190122448814713,-0.0030216714824468083,-0.6979674383143388,-0.36632551169532157,-0.6880061738695663,-1.0,-1.0,-1.0,-1.0
-0.8108257887394261,-0.08991512768748533,0.9501720876532713,-0.4052044609665427,0.6965517241379311,-0.5091342333190441,-0.9993619386699376,-0.9786250072914626,-0.9424878013733471,-0.9420294828922819,-0.9956482560795941,-0.9985817616161272,-0.9996806786344954,-0.9994994590671763,-0.9998218624275412,-0.9999018249689479,-0.9998752563607272,-0.999959367462535,0.0,0.4999999999999998,0.12902569019531862,-0.16727247614095486
-0.8086480800214324,-0.2110519538499993,0.8758637741664501,0.0037174721189585647,0.1586206896551725,-0.23193010253752822,-0.9838481962012763,-0.9208867795210729,-0.7793352576629118,-0.9297516870934365,-0.9933999509880871,-0.9929524567745239,-0.9970639875767922,-0.9982058752845948,-0.9990888628324536,-0.9998692566138023,-0.9999599802468445,-0.9999245244819761,0.0,-1.0,0.20268492510936387,-1.0
-0.7923877346511101,-0.057685448025771024,0.9348461694661332,-0.4944237918215615,0.7517241379310344,-0.41382049221594575,-0.9933179945866372,-0.9982724308805827,-0.9990146858038302,-0.9966484529579503,-0.9999469307318591,-0.9996737784438767,-0.999936078286102,-0.9999455173588183,-0.9996241648245571,-0.9998026595794858,-0.9998780643438092,-0.999905588588249,-1.0,-1.0,-1.0,-1.0
-0.6942499083541891,-0.13822205279400557,0.8842087544197068,-0.26022304832713783,0.7241379310344827,-0.3129467824751617,-0.9948836416115895,-0.9826067560520373,-0.970259744861373,-0.9812865621967002,-0.9961041477347553,-0.9995353468289578,-0.9995567411134044,-0.9997325885443971,-0.9997707368637269,-0.9999216355278264,-0.9999103408876578,-0.9998019003741404,0.0,-1.0,-0.3211840664160852,-1.0
-0.39762790732436804,0.0983872974276121,0.6578776737095589,-0.275092936802974,-0.3517241379310345,-0.5133703993191788,-0.9357320067721885,-0.741317357884439,-0.6971500608256809,-0.8621216013117202,-0.9761089834117826,-0.9968229095988993,-0.9971064751380411,-0.9953702846557905,-0.9956644120921245,-0.9990244961767918,-0.9984008852342617,-0.9992939962357018,0.6000000000000001,0.4999999999999998,-0.30036183734047417,0.7179391712364194
-0.11586307183418876,0.024492648725205957,0.7460224741533061,-0.5724907063197026,0.8896551724137931,-0.6637543033040842,-0.9849292567681698,-0.9995943001739007,-0.9980110919033349,-0.997464338659256,-0.9993747657664536,-0.9990747509671041,-0.9998731393454884,-0.9999023525826384,-0.999756507452929,-0.9995652353699235,-0.9997373950470292,-0.9991557192661515,-1.0,-1.0,-1.0,-1.0
-0.11399833490509914,-0.14431842936244943,0.6989110361937514,-0.2825278810408922,0.6000000000000001,-0.7785544089838123,-0.9827937017632857,-0.9874554260897507,-0.9872047666949574,-0.9793027313759854,-0.998373202820697,-0.9988916174053383,-0.9978531887856592,-0.998414143067736,-0.999541913018261,-0.9991140050506867,-0.9998220376679209,-0.999444242395401,-0.19999999999999996,-1.0,-0.015459346858727407,-1.0
-0.9578632023738083,-0.13415711730831803,0.928456042889219,-0.6468401486988847,-0.06206896551724139,-0.7108816528006128,-0.9803289467990453,-0.8185839024997628,-0.41708059186275503,-0.6847373832465253,-0.948997240956329,-0.9903814018671719,-0.9966101574860736,-0.9984734634673599,-0.9999555337621653,-0.9999025779326656,-0.9992003545881986,-0.9993395542339105,0.3999999999999999,-1.0,-0.5086519410208763,-1.0
-0.8556433252561788,-0.08701821770201212,0.9572529264836316,-0.5278810408921932,0.6413793103448275,-0.5974583008879261,-0.9966613488249515,-0.9947150739192308,-0.9820691449460535,-0.9943465130240894,-0.9980590281465923,-0.9995942603883768,-0.9997804662441974,-0.9995737681067426,-0.9997823339664447,-0.9999617909435414,-0.9997511943166872,-0.9997719538581071,-0.4,-1.0,0.9440797318833369,-1.0
-0.7671574653063253,-0.07983825837138459,0.9364832869024884,-0.46840148698884765,0.8896551724137931,-0.6722266353043528,-0.9996815299382086,-0.9998641475628282,-0.9999504661701378,-0.999793152953744,-0.9999661979010473,-0.9999723590988658,-0.9998814093410161,-0.999878761976091,-0.9998020706911275,-0.999901072522041,-0.9999559747460578,-0.9999954200589826,0.19999999999999996,-1.0,-0.6412021900220901,-1.0
-0.7861958997592507,-0.16753004495386625,0.9034641444429892,-0.11895910780669128,0.24137931034482762,-0.08128144046514396,-0.997038478567186,-0.9540828976208581,-0.9376709578630822,-0.9527407121175374,-0.9573850974966037,-0.976426805547283,-0.9802237427146859,-0.9819476945285738,-0.9797745184671612,-0.9854932475411109,-0.9876605629414569,-0.991594166990326,0.0,-1.0,0.6923772245928848,-1.0
-0.717959896296475,-0.09528619810938332,0.9221829494090148,-0.3568773234200744,0.7931034482758621,-0.5324331475397984,-1.0,-0.999419131811111,-0.9971238215582834,-0.9982424770089157,-0.9998790920245343,-1.0,-0.9997474436718431,-0.9999039356772715,-0.9999120892158093,-0.999894464989819,-0.9999896788456226,-0.9999939896801882,-1.0,-1.0,-1.0,-1.0
-0.8902809644278882,-0.2757631593140505,0.7658925146352653,-0.6059479553903347,0.31034482758620685,-0.26290706961605115,-0.9959922703490575,-0.9715614660241874,-0.9465216545905468,-0.9495779282913087,-0.9962200958916603,-0.9982285836291648,-0.9993906762525712,-0.9999170388616728,-0.9996462715896375,-0.9998920339439753,-0.9998429423100837,-0.9998958162848937,0.6000000000000001,-1.0,-0.6493007910536233,-1.0
-0.9070131601716286,-0.23605759894151268,0.5425218998517063,-0.3531598513011155,-0.06206896551724139,-0.29097167089195997,-0.9038077775184117,-0.516088480745833,0.6773071576346126,0.3358560800841619,-0.3072658084958312,-0.4791920364758181,-0.42003770004002394,-0.6088748259138759,-0.5144673347475034,-0.6027260167263995,-0.5752034027819228,-0.6822935426459399,0.19999999999999996,-1.0,-0.28438510460463795,-1.0
-0.9285954422408347,-0.20936589708411202,0.7460780033972219,0.018587360594795266,-0.10344827586206895,-0.6853202410793356,-0.9786105638650804,-0.9878514527725135,-0.9732591068808685,-0.980891499021491,-0.9816025020097823,-0.9822299297493544,-0.9841454638233367,-0.988545375682313,-0.987543533671085,-0.9910465774320484,-0.992023971511499,-0.992709964146455,0.0,-1.0,-0.4607954938419494,-1.0
-0.2532178345439495,0.272511585758322,0.5192121508011267,-0.12267657992565018,-0.40689655172413797,-0.15541435156757077,-0.9765268041902496,-0.38480314351559053,-0.4532818963080051,-0.7651267448918408,-0.913632148937122,-0.959296306793944,-0.9821817935619568,-0.993209149274512,-0.9964828678712829,-0.9988971403293168,-0.9976499189107303,-0.9988488447622189,0.19999999999999996,0.4999999999999998,-0.2800136574779347,-0.6063581240519846
-0.16797272387377826,0.01588018699503202,0.7026235184112632,-0.5390334572490709,0.7517241379310344,-0.23590151045018415,-0.9683459585495418,-0.9936352824560474,-0.9869339247217948,-0.9921113495053778,-0.9987232504649359,-0.9993261635862395,-0.9989663224111387,-0.9990840404221003,-0.9997456521383138,-0.9998465880737356,-0.9994628123056382,-0.9998311612023595,-0.6,-1.0,0.5881660641792967,-1.0
-0.06947383147883246,-0.04482949066430264,0.6648368610044495,-0.4089219330855022,0.6413793103448275,-0.2655546724511235,-0.9968444852273108,-0.9780633863176449,-0.9077763081744631,-0.9706290281263735,-0.9993975642137871,-0.9963645451816309,-0.9972337788353189,-0.9982523802967767,-0.9975017277554634,-0.9994512542701316,-0.9995674786805349,-0.9996924954093535,0.19999999999999996,-1.0,-0.2832244764545744,-1.0
0.03741454950137668,-0.0888586912529945,0.6065189338741053,-0.2156133828996284,0.7517241379310344,-0.7421233779666142,-0.9748391306437464,-0.8257799570114505,-0.7342022355075629,-0.8471540686538923,-0.9703764322036803,-0.9941594363294366,-0.9923536962651253,-0.9963066610601216,-0.9941856663654933,-0.9941851789993486,-0.995524465916201,-0.9991651916804669,0.0,-1.0,0.1875635417237651,-1.0
-0.03895255118133922,-0.6858252597758252,0.46789567583184244,0.8884758364312269,-0.3793103448275862,-0.19618745084388245,-0.6433773820989254,-0.8936766695440617,-0.577910729096097,0.5893521845028313,-0.8564094359284559,-0.9813206390086692,-0.9863785830752834,-0.9798293249161295,-0.9809004001437068,-0.9971149392577004,-0.993977338434609,-0.9975962092115277,-0.19999999999999996,-1.0,-0.4975093304103243,-1.0
-0.6088247914067423,-0.04009215287485002,0.8019222487442739,-0.6542750929368031,-0.07586206896551728,-0.21286735431690862,-0.978861803102962,-0.8622278679344465,-0.6959353299418888,-0.6046618433948225,-0.9307387402530118,-0.9965745528469001,-0.9949054560010476,-0.9963034262083591,-0.9988111791124726,-0.9992390050871951,-0.99944147451792,-0.9998590866164616,1.0,-1.0,-0.7271245041695062,-1.0
-0.4252726511951693,-0.032624331851836885,0.7935387388188253,-0.5501858736059482,0.4482758620689655,0.19936457473397518,-0.9882247041098311,-0.913521480429876,-0.9039471407484664,-0.9290885758808087,-0.9756129177816356,-0.9973908853815162,-0.9961850260480652,-0.9978601212429297,-0.9989997223776056,-0.999824451398463,-0.9990395063492138,-0.9994829705936931,0.3999999999999999,-1.0,-0.34300348408188874,-1.0
-0.05183034937252862,0.12197731299841474,0.6179855223820159,-0.6319702602230486,0.5448275862068965,-0.9331359679473912,-0.9397317926793457,-0.9559857756758167,-0.9540156197442758,-0.9671525372200643,-0.9947524650979481,-0.9930610470353927,-0.9924006324822023,-0.9961261188781894,-0.9983538453828651,-0.9993193217375813,-0.9994323826203871,-0.9994259531134747,-1.0,-1.0,-1.0,-1.0
0.2671380325664616,0.06759681937228024,0.09097753236716266,-0.43122676579925656,0.7517241379310344,-0.6565528203718468,-0.9674278802586171,-0.9808237364324823,-0.9951855458236256,-0.9835880179939465,-0.9692925828909439,-0.9862037182995144,-0.9869416397202674,-0.9945338467010164,-0.9929166017134037,-0.9947867260368697,-0.9957873519390419,-0.9979410842168192,-0.19999999999999996,-1.0,-0.45977052716585554,-1.0
0.04015243742652741,-1.0,-0.010015834073735075,1.0,-1.0,-0.22239872842721842,1.0,-0.1514612792465867,-0.6392935614260739,-0.45204746402607177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-0.5580903189387068,-1.0
-0.910142768708872,-0.27060386129984926,0.8107046184016726,-0.275092936802974,-0.43448275862068964,0.42675592781135774,-0.9727147347789223,-0.8691124587518864,-0.4652418211661298,-0.5885458167094697,-0.9438242768906213,-0.9588254275425202,-0.9944892335755532,-0.9994854307152924,-0.9993926990460242,-0.9996891958792093,-0.9996072415541684,-0.9997186737293451,-0.19999999999999996,-1.0,-0.2576887852010198,-1.0
-0.855622116953631,-0.06827284449541915,0.9497720421177556,-0.657992565055762,0.6000000000000001,-0.23378342623010107,-0.9915029465411928,-0.9213568107921775,-0.8149264790524748,-0.9123272719874103,-0.9768880447196107,-0.998590595276232,-0.9997401472318336,-0.9997564663851906,-0.9998690898927479,-0.9998604043170727,-0.9996685293853376,-0.9996533815667248,-0.19999999999999996,1.0,0.6008134377016832,-0.5740190977227615
-0.784562286944268,-0.1903358754816149,0.909320821056254,-0.10037174721189579,0.3517241379310345,0.20413026178913007,-0.9764108712964126,-0.959035275270122,-0.8069261281585922,-0.9540953998558281,-0.9899960695606027,-0.9978850810201036,-0.9994694707822942,-0.999609143442247,-0.998477639250068,-0.9996497153692335,-0.9996459704799283,-0.9996680828041521,-0.6,-1.0,1.0,-1.0
1.0,1.0,0.1336260952086683,0.18215613382899631,0.020689655172413834,-0.6050834001761735,-0.6000644477765975,0.4857797510351398,-0.01642144545706259,-0.16972549468415998,-0.7902638370089287,-0.9712357761519719,-0.9557803003436888,-0.968310770101126,-0.9650452048812737,-0.9107570189514111,-0.9440926355134102,-0.9574580982572013,0.8,-1.0,-0.8049481800406664,-1.0
0.6094392107584661,-0.4688738075650908,-1.0,-0.03717472118959131,-0.19999999999999996,-0.7061159657454578,-0.8106839540954941,1.0,1.0,1.0,0.4757978051874254,-0.06646931264832234,0.21809448378880059,0.528930167236922,0.4530472186150114,0.3104865637080616,0.3406152854545108,0.11685245205341577,0.3999999999999999,-1.0,-0.5558398405666769,-1.0
0.12148057290298642,-0.26862676080836023,0.4588472322284436,0.0037174721189585647,0.42068965517241375,-0.30103256605729045,-0.9200257135320113,-0.6250136094609988,-0.7327252469998085,-0.6688987153791239,-0.6405320417278606,-0.8681378625519314,-0.8809865161789195,-0.9423272751753506,-0.97321392695536,-0.9665019530015775,-0.9797479013002973,-0.9917374016054953,0.19999999999999996,-1.0,-0.5867708104686495,-1.0
0.17023815123586084,-0.1819279057796781,0.43635537068236063,-0.2639405204460967,0.17241379310344818,-0.45194598865718505,-0.7900290345024432,-0.7813835582077686,-0.059897103358335646,-0.46343254750218665,-0.9407061023559291,-0.9833653471529652,-0.9956422282069146,-0.9911475641437684,-0.99683157710673,-0.99876270746966,-0.9976573902143782,-0.9988608030552059,-1.0,-1.0,-1.0,-1.0
-0.5949436884697017,-0.5968945304419025,0.502789695232408,-0.0892193308550191,0.048275862068965614,-0.30103256605729045,-0.9428045905173464,-0.8849337521574987,-0.8507407710995517,-0.8452814618310812,-0.9946413232571385,-0.9976708404774675,-0.9960058404907315,-0.9981646630550111,-0.998327512757936,-0.9987560079384867,-0.999073804485479,-0.9994725448724919,-1.0,-1.0,-1.0,-1.0
-0.6599699215882148,-0.2258816310388433,0.8369649630256861,-0.05576208178438691,0.14482758620689662,-0.19857029315144392,-0.9872381696402402,-0.9872586228902164,-0.9636523280445489,-0.9900863054096011,-0.9977742053909847,-0.9995863205292631,-0.9997550440549828,-0.9997134890773949,-0.9998506759918698,-0.999911632828885,-0.9997971390140182,-0.9997987168526254,0.0,-1.0,-0.49205837413992026,-1.0
-0.6838518092383963,0.038209189361426255,0.9069845919245274,-1.0,0.31034482758620685,-0.4286470744364317,-0.986255983032775,-0.968390874800704,-0.9418496139728028,-0.9122768913237308,-0.9794449036578784,-0.981184236757561,-0.9722961720969372,-0.9776244287106304,-0.9767224627465826,-0.9873854612472374,-0.9902220930758384,-0.9935431004823334,0.19999999999999996,-1.0,-0.3621102212231281,-1.0
-0.5965497429792819,-0.30488989574384406,0.8196780701820625,0.30483271375464716,0.14482758620689662,-0.7976171572044319,-0.9924271589979272,-0.9931379303660928,-0.9755944360990155,-0.9533276393342068,-0.995573089778677,-0.9984158201712839,-0.9991916155627715,-0.999568487388588,-0.999730769096414,-0.9996533376804578,-0.9997808024299575,-0.9999172881400578,-0.19999999999999996,0.4999999999999998,-0.2349090107372488,-0.7231064068401379
-0.786327111347298,-0.10960105393036534,0.8795660204298552,-0.4981412639405204,-0.22758620689655173,-0.22239872842721842,-0.9905938050236267,-0.8398278451369678,-0.36103382852764343,-0.6170173099791847,-0.9524490841344977,-0.983986467531728,-0.9984919481915625,-0.9973078349644497,-0.9988687729111619,-0.9983512673148837,-0.9989321229623134,-0.9994746779777025,0.19999999999999996,0.0,-0.22167547490867556,0.6776993537387987
-0.6106631804986911,-0.13346299115968796,0.8082259329461596,-0.6096654275092936,0.5586206896551724,-0.6129203088624422,-0.9951064139887854,-0.9338474687543591,-0.9368530090943638,-0.9368593378874337,-0.9899484132426009,-0.9991453974486988,-0.999091753256599,-0.9998425973025483,-0.9998009364551306,-0.9998792552431433,-0.9999205889306365,-1.0,-0.19999999999999996,-1.0,0.17758780666070062,-1.0
-0.5024377283018837,-0.021545493619344214,0.8535045219318713,-0.6951672862453531,0.6275862068965516,-0.4879534033183732,-0.9947147572467769,-0.9896977993560802,-0.9866709206534521,-0.9932196964089319,-0.9985367443153905,-0.9994503528390928,-1.0,-1.0,-0.9997231811228302,-0.999796075435676,-0.999878505863245,-0.9999413004035052,-0.19999999999999996,-1.0,-0.17229096257609755,-1.0
-0.334067584968437,-0.06566327936811234,0.8089271071457094,-0.4423791821561338,1.0,-0.04606830738648671,-0.9957070414289511,-1.0,-0.9998132141440246,-1.0,-0.9996123281674416,-0.9994748557568336,-0.9993681258502751,-0.9997819997341257,-0.9997950336616067,-0.9999377981558917,-0.9997444448024404,-0.9995782738178427,-1.0,-1.0,-1.0,-1.0
-0.703937474823916,-0.4766875814901369,0.5414184263045652,-0.3011152416356878,0.020689655172413834,0.42403267911128273,-0.9842715554474984,-0.9743668630742098,-0.9790849158096601,-0.9686662312446584,-0.9987505074679557,-0.9997384459924115,-0.9997149919655475,-0.9992488932407503,-0.9997069861475768,-0.9998612766641314,-0.9998342836793941,-0.9994072485569796,0.0,-1.0,-0.5806858437585496,-1.0
-0.7615806028021799,-0.15738939584741052,0.8673279840276653,-0.4052044609665427,0.2689655172413794,-1.0,-0.9790441412783707,-0.8167022864715506,-0.3941950824462158,-0.6089124273360265,-0.9540335648155239,-0.9904058873761517,-0.9942048004246495,-0.996948436789181,-0.9959834966841968,-0.9978998816377014,-0.9992174580281277,-0.9996500635177997,0.0,-1.0,0.058459665139174444,-1.0
-0.7581982257625544,-0.09224452063087263,0.8999198554602124,-0.5427509293680298,0.3655172413793104,-0.4561821546573199,-0.9908685188217943,-0.9955982291404077,-0.9855709921158683,-0.9939400794302327,-0.9971518732648988,-0.9992093049040832,-0.9991062810774236,-0.9999130558865669,-0.9997721713591212,-0.9998930549224058,-0.9998228491794479,-0.9999327633130836,-1.0,-1.0,-1.0,-1.0
-0.7763744457208757,-0.2084520555764221,0.8676197575828464,-0.16356877323420072,-0.18620689655172418,-0.5307386821157574,-0.9560598248577478,-0.8327226042284032,-0.8915292173413104,-0.866628488019898,-0.996949862332834,-0.997753212682279,-0.9895523250964315,-0.9970215971822458,-0.9988456136136722,-0.9999196211819387,-0.999756967961205,-0.9999152353133922,0.3999999999999999,-1.0,-0.09478853863285797,-1.0
-0.7926311408554377,-0.28809111028433965,0.876167085311109,0.34200743494423835,0.07586206896551717,-0.6679904693042185,-0.9537607152911038,-0.9805955840417837,-0.7435177056446259,-0.8758271441890061,-0.9466004433751476,-0.9876586978787251,-0.9978831411538921,-0.999113364395878,-0.9986814554017233,-0.9993114617890972,-0.998802615066559,-0.9995963298197559,-1.0,-1.0,-1.0,-1.0
-0.9966058978705601,-0.18000392065318105,0.7714579085060835,-0.37546468401487,0.5724137931034483,-0.6425734708633815,-0.9941821219814867,-0.9385898386879286,-0.6627892411294274,0.07108938677012278,-0.29360430074761024,-0.5306941649869971,-0.4848001386213795,-0.5911162666156822,-0.5670165288383815,-0.7194068010075253,-0.7127102664376777,-0.788174040717468,-0.19999999999999996,0.0,0.09448877367134911,-0.42285441438816407
-0.9281108119126567,-0.07333369028937442,1.0,-0.7100371747211897,0.8206896551724139,-0.08895949088288091,-0.9983273546660206,-0.9989769886751808,-0.9977748783357732,-0.9982690719012751,-0.9998074549197343,-0.9999321618744931,-0.9999353164325534,-0.9999878086951226,-1.0,-1.0,-1.0,-0.9999698588561889,0.19999999999999996,-1.0,-0.6385705523951068,-1.0
-0.887261874219818,-0.1718689527173186,0.963958768679041,-0.0706319702602235,0.5310344827586206,-0.5493778139803664,-0.9917001825091839,-0.9843696154440136,-0.9859362359844764,-0.9756809557486008,-0.9862329107750964,-0.9996561784549494,-0.9996986420747034,-0.9997654636430198,-0.999869530549517,-0.9998974660044163,-0.9998881193296362,-0.9999882487646188,0.19999999999999996,-1.0,-0.6524963461712384,-1.0
-0.47776535271721077,-1.0,-1.0,-0.39910313901345296,0.673913043478261,0.9774548008941517,-0.9973530142657674,-0.9910617197445435,-0.977327731923825,-0.9724593875673492,-0.9807777138547336,-0.9872578095884261,-0.971160707112422,-0.8790384647521204,-0.9776391311731122,-0.9957045567923944,-0.9936806961186336,-0.9447106944464948,-0.11111111111111105,-0.19999999999999996,-0.6193341192606836,-0.2780965766000043
-0.40081403986153996,0.5154135126546706,0.9216504468081845,-0.6502242152466364,0.8695652173913044,-0.5833070142465182,-0.9928629557225681,-0.9987949331111458,-0.9970833060147294,-0.9978017942665861,-0.9941344619859819,-0.9931867733190698,-0.9747242575748066,-0.9100946469377832,-0.9820969882458923,-0.9946996797479482,-0.9906755357980357,-0.9477655271515848,-1.0,-1.0,-1.0,-1.0
